clean_text,category
"lucky guy kissing by lions 
i wish was in his position i better have a relationship with lions 
rather with women at least lions dont ask money 
they ask love",P
Wow  Hope  the lion is not hungry      Best  of luck to Richardson,P
All animals desire is really love GOD created them you get what you dish out  God made animals first and ADAM was the one that named them and NOAH had them all in the ark to go in At least animals only kill for food Wonderful what he is doing All animals sense everything that humans do sadness happy fear and they know what they sense from us it is really true Test your Dog or Cat they know what you sense when they are with you I have seen it and hear it from friends Good job,P
This is amazing its truly fantastic The thought of being around a lion would make most afraid but he is just so natural I would love to do this some day but my final item on my bucket list isnt Get eaten by lions Lol,P
people who hunt lions and elephants and stuff like that should be imprisoned,N
Eduardo from the black jaguar white tiger and Kevin Richardson have inspired me so much It makes you feel so you belong to something much bigger,P
Lovely to see but this in a habitat where the predators are fed and dont seek prey And there is no way a human would enter their fray unless the lions bellies were full,N
I love this so beautiful and insightful,P
This is amazing and cute 3,P
I wish human domesticated lions instead of dogs,P
Aliens hunted all the time didnt you see predator you are an idiot lol,N
